54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,14,13,14,3,4,5,13,221,222,221,222,221,222,221,222,221,222,221,222,221,222,221,222,222,223
54,54,54,54,54,54,54,54,54,54,54,54,54,54,40,30,29,30,19,20,21,29,237,238,237,238,237,238,237,238,237,238,237,238,237,238,237,238,238,239
54,54,54,54,54,54,54,54,54,54,54,54,54,54,40,46,45,46,35,36,37,45,253,254,253,254,253,254,253,254,253,254,253,254,253,254,253,254,254,255
54,54,54,54,54,54,54,54,54,54,54,220,221,222,223,219,219,219,230,-1,-1,255,269,270,269,270,269,270,269,270,269,270,269,270,269,270,269,270,270,271
54,54,54,54,54,54,54,54,54,54,282,236,237,238,239,219,219,219,230,-1,-1,232,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,214,250,250
54,54,54,54,54,54,54,54,54,54,298,252,253,254,255,219,219,219,230,-1,-1,232,219,219,219,219,219,219,219,219,219,219,219,219,219,214,250,217,-1,-1
54,54,54,54,54,54,7,7,7,14,15,268,269,270,271,214,215,216,230,-1,-1,232,219,219,219,219,219,219,219,219,219,219,219,219,214,217,-1,-1,-1,-1
54,54,54,54,14,13,14,28,29,30,31,219,219,219,219,230,146,232,230,-1,-1,232,219,219,219,219,219,219,219,219,219,214,250,250,217,-1,-1,-1,-1,-1
54,54,54,40,29,30,31,44,45,46,47,215,215,219,219,246,247,248,230,-1,-1,232,219,219,219,219,219,219,219,219,219,230,-1,-1,-1,-1,-1,-1,-1,-1
54,54,54,40,45,46,47,-1,-1,-1,-1,-1,-1,216,215,215,215,215,48,-1,-1,49,249,215,215,249,250,251,249,250,251,217,-1,-1,-1,-1,-1,-1,-1,-1
54,54,54,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,54,54,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,54,54,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,54,54,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,97,97,97,97
54,54,54,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,34,50,50,50,50
54,54,54,54,14,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,50,50,50,50,50
54,54,54,54,30,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,50,50,50,50,50
54,54,54,54,46,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,64,-1,-1,-1,65,97,97,34,50,50,50,50,50
54,54,54,40,-1,-1,65,96,96,96,96,96,96,97,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,16,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,40,-1,-1,18,50,50,50,50,50,50,50,32,33,33,33,33,33,33,33,33,33,33,34,50,16,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,40,-1,65,34,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,16,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,282,-1,-1,50,50,50,50,50,50,0,1,1,1,2,50,50,50,50,50,50,50,50,50,50,16,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,298,50,50,50,50,50,50,50,50,16,-1,-1,-1,49,81,1,1,82,80,81,82,80,81,82,48,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,298,50,50,50,0,1,2,50,50,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,298,50,50,50,16,17,18,50,50,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,298,50,50,50,32,33,34,50,50,32,33,33,33,33,33,33,33,96,97,98,98,96,97,98,64,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,280,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,16,-1,-1,-1,18,50,50,50,50,50,50,50,50
54,54,54,296,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,16,-1,-1,-1,18,50,50,50,50,50,50,50,50
