-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,145,-1,-1,-1,-1,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,145,145,-1,-1,-1,-1,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231
-1,-1,-1,-1,-1,-1,-1,-1,61,62,63,-1,145,145,161,-1,-1,-1,-1,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,231
-1,-1,-1,-1,-1,-1,-1,12,13,14,15,161,161,161,161,-1,-1,-1,-1,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,231,231
-1,-1,-1,-1,-1,-1,-1,28,29,30,31,145,160,-1,161,-1,-1,-1,-1,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,231,231,231,231,231
-1,-1,-1,-1,-1,-1,-1,44,45,46,47,145,160,161,-1,-1,-1,-1,-1,103,103,103,-1,-1,-1,-1,-1,-1,144,-1,-1,-1,231,231,231,231,231,231,231,231
-1,-1,-1,-1,144,145,145,145,145,160,161,161,160,160,144,103,103,103,103,103,103,103,103,115,116,117,103,103,144,103,103,103,231,103,103,103,231,231,231,231
145,145,145,145,145,145,161,161,161,145,160,161,160,144,160,103,103,103,103,103,145,103,103,131,132,133,103,103,160,144,160,160,160,144,145,231,231,231,231,231
144,144,144,144,144,144,144,144,144,144,145,144,144,160,160,161,103,145,145,160,161,144,144,144,144,145,160,160,160,144,160,144,145,144,145,231,231,231,231,231
160,160,160,160,160,160,160,160,160,160,161,115,116,160,161,161,145,161,144,144,144,160,144,145,145,145,161,145,144,144,160,144,145,144,145,231,231,231,231,-1
160,161,145,145,145,145,145,145,145,145,145,161,161,161,144,144,144,144,145,145,145,145,145,145,161,115,116,144,144,160,160,144,145,144,145,231,-1,-1,-1,-1
-1,-1,-1,-1,161,161,161,161,161,161,144,145,161,145,145,145,145,145,145,161,161,161,161,161,161,145,145,145,144,160,144,145,145,144,145,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,160,144,160,160,160,161,145,161,161,161,161,161,161,145,144,145,145,160,161,161,161,161,160,160,144,145,161,145,145,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,103,160,160,161,145,145,161,144,160,160,144,145,145,145,144,145,161,144,160,160,160,161,145,144,145,-1,-1,145,161,-1,-1,-1,-1,-1
-1,-1,-1,-1,103,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,103,103,103,103,103,103,103,103,103,-1,34,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,103,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,33,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,103,103,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,103,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,231,231,231,-1,-1,-1,-1,-1,-1,-1,-1,-1
